level_0,index,created_at,text,county,topic_related,dis_related,dmg_related,sentiment
75443,75443,9/15/2017,I lost my power Saturday night &amp; I just received it back late today just in time to prepare for?? https://t.co/MwBldvicc6,Broward County,1,1,1,0
344048,344054,9/8/2017,"#loveus #nationalgrandparentsday (September 10, 2017). I may not have power or media access so?? https://t.co/DAu2qnCzan",Orange County,1,1,0,1
72797,72797,9/14/2017,"Friday Schedule
Gym Hours: 7:30am - 4pm

9am Real Ryder Gina ginamurraypilates
10am Power?? https://t.co/WxzSkmrBl5",Miami-Dade County,0,0,0,
31071,31071,9/11/2017,Damn you Irma for taking my power away - Drinking a Camo @ Doug's Beer and Booze Cellar - https://t.co/LHbkZnucUi,Palm Beach County,1,1,1,-1
257171,257177,9/29/2017,Rise and shine! See you at the @Femfessionals coffee power hour at teaandpoets ! Will be posting?? https://t.co/11EQHrnYHC,Miami-Dade County,0,0,0,
22910,22910,9/10/2017,11 a.m. HURRICANE POST: Still fine still good though this issue - we still have power we still?? https://t.co/6Q63GhXOwf,Miami-Dade County,1,1,0,1
31106,31106,9/11/2017,Looks like the outter band is here...just lost power...but we are good so far. First time in my?? https://t.co/FeliyfzS6F,Orange County,1,1,1,0
150732,150732,9/21/2017,goodgameauntie #MOOD #knowledge is #Power ???? #Gamers #Hoodclips #True #RealShit ???? #WestSide?? https://t.co/YkRLHBHlix,Orange County,0,0,0,
73193,73193,9/14/2017,"repost via @divvypic from @bluemoonfishco
Irma is gone and the power is on!!!!!???????????????? Doors open?? https://t.co/vVkdvRUqSO",Broward County,1,1,1,1
52208,52208,9/13/2017,DNA big birthday bash???????????? this Saturday 9/16. Powered by datnigga_abe mprpromo whitechocolate935?? https://t.co/qkXOXU3HdX,Miami-Dade County,0,0,0,
57238,57238,9/13/2017,Still with out power ? Go create a ticket and get updates https://t.co/ooFLM2z5vP (link in my bio) good?? https://t.co/EmiQMB8PKi,Miami-Dade County,1,1,1,1
126234,126234,9/19/2017,"Power company hacked up the tree earlier today, and parched my line in by the time I got home tonight.",Hillsborough County,1,0,0,0
28082,28082,9/10/2017,Hurricane Update - Still have power.  I've consumed 2 bags of?? https://t.co/k0oMoaBRzV,Orange County,1,1,0,0
37042,37042,9/11/2017,"We are survivors #Blessed we have power and cable.     Minimal damage. @ Broward County, Florida https://t.co/OZHXwBAFKi",Broward County,1,1,1,1
32013,32013,9/11/2017,For those who may be sleeping or no power here is a short clip?? https://t.co/FIz5leKdRj,Duval County,1,1,0,0
103268,103268,9/17/2017,Power returned Fri. 9/15 after #HurricaneIrma2017!  Big thanks to @HyattPlace_WPB &amp; their staff! @HyattConcierge ???? https://t.co/lGuOX88WMv,Palm Beach County,1,1,1,1
101056,101056,9/17/2017,This tastes so much better knowing the power is finally back on at home. #... (reDANKulous) https://t.co/U2F635lVqm #photo,Lee County,1,1,1,1
41564,41564,9/11/2017,We are anxious to reopen the Field House. As soon as power is restored and the team has the?? https://t.co/R0cgevPizM,Orange County,1,1,1,-1
39264,39264,9/11/2017,Only bright side about working tonight is Ima be in a house with power.,Miami-Dade County,1,1,0,0
8538,8538,9/9/2017,Going to cook as much as we can before the power goes out!?? https://t.co/Sf4BdAAduK,Broward County,1,1,0,1
73103,73103,9/14/2017,We're back. Power back on!!. Open as usual. Thanks @ Ofi-Store https://t.co/T9wessF0n8,Orange County,1,1,1,1
50373,50373,9/12/2017,Still no power?  Come out and tailgate with us and your neighbors at the  Belleair Market... @?? https://t.co/XV6nFN8K6e,Pinellas County,1,1,1,1
159442,159442,9/21/2017,"Mary Ann received the special treatment today, she signed up for the Noon Sun Power class early.?? https://t.co/9efiQqT7MB",Duval County,0,0,0,
31348,31348,9/11/2017,Power out and drains backing up.  Get used to the #bathroom bucket for a while #hurricaneirma?? https://t.co/9nB5yEXhjq,Brevard County,1,1,1,-1
344633,344639,9/8/2017,The Innokin MVP4 is the perfect Hurricane Vape! ??? Built in power bank ??????to charge your?? https://t.co/2fo7J7qkcx,Pinellas County,1,1,0,1
30609,30609,9/11/2017,"What else would you do when a hurricane hits Sarasota? We still have power. @ Palmer Ranch,?? https://t.co/8jY5oJXGGS",Sarasota County,1,1,0,0
24272,24272,9/10/2017,Winds are picking up.  Power is flickering.  I'll go live outside on Twitter @daveblouir in a?? https://t.co/tse35QInnC,Lee County,1,1,1,-1
36477,36477,9/11/2017,We made it through Irma! Very blessed to have almost no damage to the house and had power all?? https://t.co/SvxJdvD3dU,Orange County,1,1,0,1
26238,26238,9/10/2017,"No power. Living that battery radio life ????
#HurricaneIrma 

#southbeach #miamibeach?? https://t.co/i7ZukfCbXW",Miami-Dade County,1,1,1,0
52675,52675,9/13/2017,Same Hurricane different outcome. Beside Power the bottom pic is all I lost. If anyone has?? https://t.co/oIrmlYatia,Broward County,1,1,1,0
102777,102777,9/17/2017,New power couple? @ Mickey's Royal Friendship Faire https://t.co/gDH9gdWvGs,Orange County,0,0,0,
31064,31064,9/11/2017,9 p.m. HURRICANE STATUS - we are still good with power - still rain and gust and wind - thankful?? https://t.co/n2EOdLofIQ,Miami-Dade County,1,1,0,1
47006,47006,9/12/2017,We are extremely blessed to have only minor damages ???????? As soon as we'll retrieve power will be?? https://t.co/239GETClMX,Miami-Dade County,1,1,1,1
53107,53107,9/13/2017,@URBANSOCCERMIA THE POWER IS BACK #backtoschool #soccermiami #indoorsoccer #irmarefugees?? https://t.co/5Sa2IRjCkJ,Miami-Dade County,1,1,1,1
112874,112874,9/17/2017,????Big birthday bash for dre1914 ???????????? this Monday 9/18. Powered by  mprpromo blondy365 @ehustles?? https://t.co/26K2A9Vfp4,Miami-Dade County,0,0,0,
66927,66927,9/14/2017,What makes this Floridian happy? Power restored - A/C! https://t.co/bR0fVD89ne,Brevard County,1,1,1,1
77031,77031,9/15/2017,Hey Just CrossFit Fam! We have great news! Power has been restored and we are ready to start our?? https://t.co/VS4TOjFQgL,Broward County,1,1,1,1
59589,59589,9/13/2017,HowLeeBoy at Mucho Mahalo Burritos ???? they have power and the food is delicious! Nice and cool?? https://t.co/RQ27nnH2fA,Brevard County,1,1,0,1
47772,47772,9/12/2017,We will be up and running as soon as we can . we have only half power ( none in the kitchen )?? https://t.co/qYA1hYwQvn,Duval County,1,1,1,0
101294,101294,9/17/2017,Our power is finally back on???????? now I will sit here and dream of HOME... @ Epcot - Walt Disney World https://t.co/nmBPGT5muu,Orange County,1,1,1,1
62438,62438,9/13/2017,"@1055thebeat #HurricaneIrma Water Drive! If you have extra water, power, AC, and running water?? https://t.co/MsMx6KQ5SQ",Lee County,1,1,0,1
70516,70516,9/14/2017,If you're still with out power come get a hot meal for FREE at the BB&amp;T Center today til 2p and?? https://t.co/L2vPEukzWS,Broward County,1,1,1,1
37684,37684,9/11/2017,"No power? bbq time! @ Miami, Florida https://t.co/SPdHuTpwLx",Miami-Dade County,1,1,1,1
85187,85187,9/15/2017,"New Class Alert!! Starting Tuesday, September 19th at 4:30pm Power Pilates with Gina?? https://t.co/zk0VqfIZ73",Miami-Dade County,0,0,0,
59341,59341,9/13/2017,"No power means no A/C, no fans, no computers.  Pretty quiet.  Sit in?? https://t.co/sv9A44A3oB",Pinellas County,1,1,1,-1
22718,22718,9/10/2017,"Listen to the power of Irma. And that's only the outer band of the Hurricane. @ Broward County,?? https://t.co/VcVodqb8B3",Broward County,0,1,0,-1
30886,30886,9/11/2017,"Friends and family!! We're doing well, super hot but well. Power went out around 3pm today but?? https://t.co/di6GznlHZ1",Miami-Dade County,1,1,1,0
166494,166494,9/22/2017,@lalariner and I kinda feel like Disney Power Rangers with our new?? https://t.co/jfCorbmjrq,Orange County,0,0,0,
93147,93147,9/16/2017,#hurricaneirma Day 5. Still no power at home. Dogs are handling it well. gutmania and Mrs?? https://t.co/cbo3qbHqiW,Lee County,1,1,1,-1
95859,95859,9/16/2017,"There might be no power, no AC, the ceiling still damaged, the carpet still wet, hot &amp; Florida?? https://t.co/xuXkpDzVdk",Orange County,1,1,1,-1
35154,35154,9/11/2017,Good morning  all good here my power stayed on and I slept through the night like a baby! @ The?? https://t.co/em20sBMTmh,Hillsborough County,1,1,0,1
279397,279403,9/30/2017,"The power of Goal setting!
#vibrantatanyage #grandiosacualquiereda #mydailyinspiration?? https://t.co/UhSTatqvKO",Indian River County,0,0,0,
53836,53836,9/13/2017,"Fallen power cables, caution in #SouthwestDade on Tamiami Trail Both EB/WB west of SW 147th Ave #SFLtraffic https://t.co/US2j7IOBPL",Miami-Dade County,1,1,1,0
221261,221265,9/26/2017,"Underestimating the power of Target is a mistake... but a fun mistake! (@ Target in Spring Hill, FL) https://t.co/5jOvmu7v50",Hernando County,0,0,0,
83132,83132,9/15/2017,"Just when you think.... ""let's get back to it."" Boom the power goes out again. I am reminded?? https://t.co/xGrfVzk6sk",Hillsborough County,1,1,1,-1
328717,328723,9/7/2017,"I need to make one that says thier ignorance is our power. @ Lake Seminole (Pinellas County,?? https://t.co/bKXDsSSBVK",Pinellas County,0,0,0,
247001,247007,9/28/2017,"#GoBolts Steven Stamkos, Nikita Kucherov get look on same power play https://t.co/kCDugoLGSB #SportsRoadhouse",Hillsborough County,0,0,0,
71456,71456,9/14/2017,Day 5 no power : this mama is o v e r   I t ???? hopefully it will be back on by Sunday &amp; I can get?? https://t.co/kylFjyhiyB,Broward County,1,1,1,-1
48701,48701,9/12/2017,"Day two with no power. It's hot but we're okay ?????????? @ Titusville,?? https://t.co/AtJqldVM8y",Brevard County,1,1,1,-1
51366,51366,9/12/2017,"Day 3.. still no power &amp; its 90 degrees! Uggggg (@ Riding Out Hurricane Irma in Seminole, FL w/ @rickbile) https://t.co/NmgzahwGSC",Pinellas County,1,1,1,-1
71857,71857,9/14/2017,What do you do when you don't have power for 4 days thanks to Irma? Go to Disney World!?? https://t.co/XP5vEFgy2i,Orange County,1,1,1,1
22306,22306,9/10/2017,Thankful we haven't lost power yet! ????????but we're ready to be out and about again. The rain is?? https://t.co/2Gr9vLji2e,Palm Beach County,1,1,0,1
28659,28659,9/10/2017,This is our source of news and a great source of power to charge up?? https://t.co/dAV2kiJUJk,Clay County,1,1,1,1
39401,39401,9/11/2017,"I have never been so grateful for a/c in my life, I promise lord if you turn my power back on right now I won??t be ungrateful anymore????????",Miami-Dade County,1,1,1,-1
56558,56558,9/13/2017,"We are still out of power.???????? @ Zellwood, Florida https://t.co/OhVWnKiWVy",Orange County,1,1,1,-1
30840,30840,9/11/2017,"Annnnnnd we've lost power. Thanks, #Irma. @ Longbrooke, Clearwater https://t.co/HmgdzA2M8a",Pinellas County,1,1,1,-1
33156,33156,9/11/2017,"Irma hit the Tampa area as a category 2. Very little damage in my area, though we've been without power since 1900 last night.",Pinellas County,1,1,1,0
49094,49094,9/12/2017,We made it thru Irma!!  Except for a few flickers we never lost power at our house.  Lots of?? https://t.co/Ub4fVSq66G,Orange County,1,1,1,1
81343,81343,9/15/2017,"Hurricane Recovery ???, Power back ???, Gym back ???, Time to go to work. Just in time for?? https://t.co/tiIzISjWLm",Pinellas County,1,1,1,1
35365,35365,9/11/2017,"Never lost power! Yay, but the internet is out. Now the LTE signal will be all jammed up. What a time to be alive!! #IrmaHurricane2017",Duval County,1,1,1,0
19211,19211,9/10/2017,"Amigos 
Tormado watching... be safe.
 Coral Gables without Light Power  (57th Av)

Amigos avis???? https://t.co/UATVsY3WKF",Miami-Dade County,1,1,1,0
47285,47285,9/12/2017,Been without power for the past 2 days and @nicksymmonds is helping get me through this #rungum?? https://t.co/6k3xwzTdcl,Hillsborough County,1,1,1,-1
114533,114533,9/18/2017,La pata de elefante &amp; post #Irma cleanup after a week with power ????. @flordecanarum #flordeca??a?? https://t.co/2s0XcX9xYJ,Miami-Dade County,1,1,1,-1
56240,56240,9/13/2017,Sitting in a hot house waiting for power to comeback on. #alphamale #kitty #meow #xman @?? https://t.co/WzfpC84QLE,Seminole County,1,1,1,-1
347208,347214,9/8/2017,"Knowledge is power...

#irmaiscoming
#besafe @ Stoneybrook East?? https://t.co/DjE5c9ZcvW",Orange County,0,1,0,-1
61895,61895,9/13/2017,"No power...no worries! @ Altamonte Springs, Florida https://t.co/UrFGyHV9m7",Seminole County,1,1,1,1
42133,42133,9/12/2017,"Power outage cards... Its war and Daddy lost????????....
#irma #cards #war #gettingthroughit @ Oviedo,?? https://t.co/YjZZzwUMes",Seminole County,1,1,1,1
38868,38868,9/11/2017,No #power and can't #cook? We will be offering complimentary #pasta for those who were affected?? https://t.co/H5CNn7eKYA,Volusia County,1,1,1,1
109514,109514,9/2/2017,This??life is yours. Take the power to choose what you want to do and do it well. Take the power?? https://t.co/UvH3HAyWDY,Miami-Dade County,0,0,0,
285866,285872,9/1/2017,"Eyes Forward..
Mind Focused...
Heart Ready...
Time to Shine...
10:45 Vinyasa shelbyyoga 12 Power?? https://t.co/0e8pdvhk6K",Palm Beach County,0,0,0,
178115,178115,9/23/2017,Subbing for Nina today louloup2 at 9:30 Power Vinyasa &amp; @dsanandres 11a Restorative...?? https://t.co/ga4OeIc8jN,Palm Beach County,0,0,0,
55637,55637,9/13/2017,"??Knowledge Is Power... Only When Applied?? .... Dont Just Listen To What Is Taught, Put It To?? https://t.co/thaXMQTyXV",Miami-Dade County,0,0,0,
19017,19017,9/10/2017,Click link in bio or link below to #Donate. You have the #power &amp; I believe that we are?? https://t.co/dBLMJfUNBM,Hillsborough County,0,0,0,
130510,130510,9/2/2017,Experience THE POWER &amp; PRECISION ???????????????? ?????????? @melodicstepexp #MSEInc #WelcomeBackBash2017 @?? https://t.co/8j57TY8Mp4,Leon County,0,0,0,
166219,166219,9/22/2017,"Lunch? We've got you. Power Hour Salad, @lovefoodcentral Banana Bread, Mean Greens and?? https://t.co/EqHNvFdSCL",Pinellas County,0,0,0,
57899,57899,9/13/2017,The view from my office is spectacular. ???? @ Florida Condo &amp; HOA Law - Powered by Becker &amp; Poliakoff https://t.co/6L5CJSVAlW,Broward County,0,0,0,
19666,19666,9/10/2017,Just outer bands of #hurricaneirma So far so good. Still have power so I'm taking advantage of?? https://t.co/0AUVihZo6q,Brevard County,1,1,0,1
314220,314226,9/6/2017,"Either #Goku is powering up or... #hurricaneirma 

#southbeach #miamibeach #southbeachlocal?? https://t.co/6upv2qXyJB",Miami-Dade County,0,1,0,0
29839,29839,9/10/2017,"Power's out....see y'all later @ Brevard County, Florida https://t.co/qyWycrlDph",Brevard County,1,1,1,-1
67464,67464,9/14/2017,"As of last night we got power !!! ??????????????????????????????????????????
We're open for business folks ????
We're thankful?? https://t.co/93ec1hM9vL",Broward County,1,1,1,1
35805,35805,9/11/2017,"Hurricane Irma no power breakfast. #starbucks #Kind #Zephyrhills @ Highland City, Florida https://t.co/IuhzwTTgJE",Polk County,0,1,0,-1
74979,74979,9/15/2017,"Where are you planning to be on Saturday September 23 at 12 Noon? 

Join the Latinas Power?? https://t.co/s9uOPf2QHv",Miami-Dade County,0,0,0,
82432,82432,9/15/2017,"#latepost Not a good look, lots of downed power lines... this one is next... #becarefuloutthere?? https://t.co/tBnvTIvLVv",Miami-Dade County,1,1,1,-1
51592,51592,9/12/2017,So cable is back but no power still so this is how I'm maintaining @?? https://t.co/vkc8VW42Qo,Palm Beach County,1,1,1,-1
56647,56647,9/13/2017,Why y??all never told me no power meant cold showers????????,Orange County,1,1,1,-1
131385,131385,9/19/2017,"??????25$ Shopcard Giveaway??????
1) Follow power_of_we on instagram 
2) Like this photo 
3) Comment?? https://t.co/Y4wMAeTjvG",Palm Beach County,0,0,0,
31043,31043,9/11/2017,Vape by candlelight is where I'm at now. Power kicked out 30 minutes ago. #gamer  #florida?? https://t.co/haFBi6T7VD,Seminole County,1,1,1,1
134278,134278,9/19/2017,Teco is here! Electrician came &amp; did their end! We are finally about to get power back! Now all?? https://t.co/8Fru75cb5R,Hillsborough County,1,1,1,1
62607,62607,9/13/2017,When your power??s been out for almost 3 days so you anxiously look out the window every time a truck drives by hoping it??s the electric co ????,Pinellas County,1,1,1,-1
282924,282930,9/3/2017,"The Power Of ""I AM"" 
Exodus 3:13-14
#P2TG #TheVisionCenter #TVCJAX #THEMOVEMENT?? https://t.co/12JULBJxtJ",Duval County,0,0,0,
42489,42489,9/12/2017,"Ronson Originals is Powered by jennifernicolelee @ Miami, Florida https://t.co/NZd8ksVMYG",Miami-Dade County,0,0,0,
22473,22473,9/10/2017,"#Repost @courtenaybowser (get_repost)
?????????
Power goes out and next thing I know, Bowser is off on?? https://t.co/Fhzuys6aIo",Duval County,1,1,1,-1
161565,161565,9/22/2017,I was riding my longboard tonight by the Hyatt and a bus load of out of town Florida Power and?? https://t.co/BDbzKmBRwI,Miami-Dade County,1,1,1,0
174252,174252,9/22/2017,"Power meal. (@ Anaheim Produce in Lake Buena Vista, FL) https://t.co/PsMFuefFN9 https://t.co/Feqw4o63Tg",Orange County,0,0,0,
114389,114389,9/18/2017,Love my Petra girl! She's so happy power is back on after the storm. #catsofinstagram #cat?? https://t.co/wqgnmIawr3,Polk County,1,1,1,1
287868,287874,9/3/2017,Powered by @JapKodeRed ... I enjoyed my day doing my part. S/O to iamryderdie young_king624 for?? https://t.co/wKsHJPodTN,Broward County,0,0,0,
348510,348516,9/8/2017,Pump station shenanigans spence2318 @rhf24fishing @ Power-Pole Total Boat Control https://t.co/6q6fQBzE8V,Hillsborough County,0,0,0,
104490,104490,9/17/2017,Blocked due to fallen power cables in #MiamiBeach on Alton Rd Both NB/SB between 51st St and 56th St #SFLtraffic https://t.co/US2j7Ix0rb,Miami-Dade County,1,1,1,0
24429,24429,9/10/2017,Still just a little wind and rain. We still have power. I should take a nap so I'm ready for the?? https://t.co/r7HZRfzFsP,Brevard County,1,1,0,1
39434,39434,9/11/2017,"Let there be light!
Power is back and we are safe!
We got an update about our home in Homestead?? https://t.co/8jUMlWFVft",Lake County,1,1,1,1
63879,63879,9/14/2017,"Help fill our trailer! ECHO needs help restocking shelves. Now that power has come on for many,?? https://t.co/HDWT5hOgzg",Hillsborough County,1,1,1,1
309993,309999,9/5/2017,Who rolling out? LETmePRyou {SAVE the next DATE 10/5-10/8/17} powered by @midsouthmalibu?? https://t.co/JyZk2iYB5I,Miami-Dade County,0,0,0,
176286,176286,9/23/2017,"EU1000I $799 
(EU1000T1A)
Features
1000 watts, 120V
Ideal for TV, lights, fans, small power?? https://t.co/frABHgxHEE",Palm Beach County,0,0,0,
32782,32782,9/11/2017,Power has been off since 9pm last night. Some windows are open in the house to cool it down.?? https://t.co/IyPzonwiCe,Volusia County,1,1,1,-1
322017,322023,9/6/2017,"Via @cnnmoney #hurricane #irma
#news #weather #videooftheday #cnnmoney #historic #power #storm?? https://t.co/GHNg7FGuTF",Polk County,1,1,0,0
253747,253753,9/29/2017,"Lift like a man look like a goddess...
Power snatch 1x5-35k
2x3-45k 3x3-47k
Back squats?? https://t.co/PoAyapJXub",Miami-Dade County,0,0,0,
30960,30960,9/11/2017,Kids are sleeping in our little bunker area. Still have power but I did hear a boom outside. @?? https://t.co/rgzBHjFkZN,Pasco County,1,1,0,-1
41317,41317,9/11/2017,"No power at home, no wifi. But your kid works at a hotel so he hooks?? https://t.co/cHDS0pMExq",Duval County,1,1,1,-1
29904,29904,9/10/2017,Starting to get some stronger gusts now! The power briefly went off but came right back on.?? https://t.co/1RBPIFlqHH,Pinellas County,1,1,1,-1
41174,41174,9/11/2017,"Open Gym: Tuesday 10-1130
Regular afternoon schedule!
Currently no power-              Deal With?? https://t.co/BBYT8xOEV5",St. Lucie County,0,0,0,
83032,83032,9/15/2017,"We're back! Site is back up. Power restored. Been a long week... #VapinArt @ Miami, Florida https://t.co/WLxAzLuyTb",Miami-Dade County,1,1,1,1
81431,81431,9/15/2017,Power outages in South Florida #SFLtraffic https://t.co/US2j7Ix0rb,Miami-Dade County,1,1,1,0
39025,39025,9/11/2017,"My after #Irma first aid/survival kit ????
and HAPPY to report that other than having no power,?? https://t.co/awPAzf57Mb",Orange County,1,1,1,1
58191,58191,9/13/2017,ATTENTION : TECO estimates South Tampa area to have full power by 11pm 9/17. We are checking?? https://t.co/JYytSgjaf4,Hillsborough County,1,1,1,0
42066,42066,9/12/2017,"No power still, but we saw this awesome double rainbow. #lizzielove #dadlife #hurricaneirma @?? https://t.co/qZtOJtjslU",Seminole County,1,1,1,1
41960,41960,9/12/2017,The power has been out for 24 hours but nothing better than firing?? https://t.co/QQih50CD9W,Pinellas County,1,1,1,1
127260,127260,9/19/2017,"Adidas, colorful socks, and power tie for interview today. Fingers crossed for the promotion.?? https://t.co/hwbSkvc5g1",Pinellas County,0,0,0,
68564,68564,9/14/2017,"POWER'S BACK ON!! @ Largo, Florida https://t.co/3dB4FmFvzF",Pinellas County,1,1,1,1
13995,13995,9/9/2017,The Calvary is headed south on I-75 toward Tampa Bay ready to restore power. #hurricaneirma?? https://t.co/JJS924z1XR,Columbia County,1,1,1,1
79214,79214,9/15/2017,Last clean pair...and they're spicy lifting undies....  y'all better hope I get some power back?? https://t.co/nuqAWZSB6U,Pinellas County,1,1,1,-1
180345,180345,9/23/2017,WHEN YOU GIVE MEN WITH VISION A LANE TO CREATE #POWER sharpybyroc #SBR......???? jaitimespresents?? https://t.co/Q0IiTMRmft,Miami-Dade County,0,0,0,
222720,222724,9/26/2017,"@5percentnutri
Are you ready Orlando!? 5% Nutrition is hosting a Product Demo at Power Strength?? https://t.co/ETg0ZT1EP3",Orange County,0,0,0,
31682,31682,9/11/2017,"It's an unsettling feeling laying in bed, trying to sleep.. powers out, wind is roaring &amp; your mind wanders at each destructive sound ????#Irma",Hillsborough County,1,1,1,-1
67750,67750,9/14/2017,Power out. Dog Groomer not available. What's a girl to do? Groom her beloved Harry?????? Do I pass?? https://t.co/hunNreVTiC,Polk County,1,1,1,-1
66449,66449,9/14/2017,Lights out...  Day 4 without power post-Irma.  We'll bring our staff back and open once we get?? https://t.co/thseyGoLGN,Miami-Dade County,1,1,1,-1
52629,52629,9/13/2017,We survived Irma but would like the power to come back on @ Walt Disney World's Port Orleans?? https://t.co/zXbreGCKlx,Orange County,1,1,1,-1
261344,261350,9/29/2017,"Fallen power cables, caution on Poinciana Blvd at US 17-92 #traffic https://t.co/YKhnnOgYFK",Osceola County,1,1,1,0
38502,38502,9/11/2017,"Don't let the ""no power"" life get you. Get that grill going &amp; throw something delicious on?? https://t.co/38a226Wvgu",Polk County,1,1,1,1
30667,30667,9/11/2017,"Irmageddon is here. ???? Power went out and kicked backed on.  #irmagerd @ Orange County, Florida https://t.co/zB9P5U0ZHW",Orange County,1,1,1,-1
52609,52609,9/13/2017,JP and I had @wawa coffee withdrawl. We had to drive to the Cape to find one with power and ran?? https://t.co/bCJJjZexXZ,Lee County,1,1,1,-1
172990,172990,9/2/2017,"When your consultant says ""This is perfect for you Mama"" and your will power goes out the?? https://t.co/Vgl0i20Jul",Duval County,0,0,0,
45902,45902,9/12/2017,Beautiful Duke Energy trucks in the neighborhood now I can only wish for the power to be turned?? https://t.co/4vxedZKxoh,Seminole County,1,1,1,1
66761,66761,9/14/2017,Never seen this place so busy. And out of everything. Guess we are all in the no power club. (@ McDonald's) https://t.co/wYAn9Nye2Z,Orange County,1,1,1,-1
28301,28301,9/10/2017,That joyous moment when the power is out for 10 whole mins &amp; it felt like 10 whole hours!?? https://t.co/9BW05y0NAL,Palm Beach County,1,1,1,-1
47230,47230,9/12/2017,"Thank you FPL and #Governor Scott! Be careful driving, give wide berths to power trucks and?? https://t.co/NVkV10jsyt",Martin County,1,1,1,1
93231,93231,9/16/2017,"Whether you have power or no power, there is no better place to get?? https://t.co/jnygeVXZ7o",Miami-Dade County,1,1,0,0
38573,38573,9/11/2017,"I lost power ?????????? and the howling of the wind kept me up most nights.

But I'm ok. I learned a?? https://t.co/dEVZOcgUaE",Miami-Dade County,1,1,1,-1
155533,155533,9/21/2017,Power walking into the weekend ???????? @ Colin Kaepernick store https://t.co/wejSZhAg8z,Miami-Dade County,0,0,0,
129405,129405,9/19/2017,??My name is Aaron. Nothing major other than my pride. We lost power and I had my generator and a?? https://t.co/9JzDIAcFgx,Orange County,1,1,1,-1
40419,40419,9/11/2017,@bearkery Bakery has power and we all run for ??????!!! #grateful?? https://t.co/k3qzeumkBs,Alachua County,1,1,1,1
98311,98311,9/16/2017,We have power #truefriends #truefloridians #floridatrip @ The Drunken Clam Bar &amp; Grille https://t.co/SFkrbDVeM4,Pinellas County,1,1,0,1
80225,80225,9/15/2017,"Power is still out. Looking for a healthy snack.
_____________________

Follow hardresetgaming?? https://t.co/YcYfSDsbxw",Collier County,0,0,0,
171607,171607,9/22/2017,If the power players from 95.3 got it jumpin for Bryson just wait for the official #WILDNOUTTOUR?? https://t.co/9VzhnWsxQf,Orange County,1,1,1,-1
152496,152496,9/21/2017,"??POWER WINDOWS???? by Masha Melnik
Photography on Aluminum with three panels overlap system. Size?? https://t.co/gcTcRyPF4t",Miami-Dade County,0,0,0,
99076,99076,9/16/2017,"Puppy Power #puppies @ Broward County, Florida https://t.co/pbDqdTSuWW",Broward County,0,0,0,
23893,23893,9/10/2017,Just call me MacGyver. We didn't have enough flashlights. I'm using the solar powered pathway lights to charge.?? https://t.co/LV3YP8JPhS,Hillsborough County,1,1,1,0
37710,37710,9/11/2017,"Winds were ferocious, some gusting at over 100 mph. Lots of trees, fences, some car ports, power?? https://t.co/kzadhP0Jqa",Miami-Dade County,1,1,1,-1
34898,34898,9/11/2017,"No power, but no damage aside from that tree making sure we don??t go anywhere. Hope everyone?? https://t.co/w1ssgJ5hpc",Seminole County,1,1,1,-1
37069,37069,9/11/2017,"Neighborhood near us. We have no damage but no power. @ Hillsborough County, Florida https://t.co/IrawOUwwEl",Hillsborough County,1,1,1,-1
33306,33306,9/11/2017,We lost power at 7am yesterday due to Hurricane #Irma. My #twins decided to pose for a?? https://t.co/dypYk5xMIl,Broward County,1,1,1,-1
66855,66855,9/14/2017,Power outages in South Florida #SFLtraffic https://t.co/US2j7IOBPL,Miami-Dade County,1,1,1,0
63320,63320,9/13/2017,"Is it a coincidence the same night we get power back, we get this kind of sunset? #irma #JEA?? https://t.co/uOaIB1gl6V",Duval County,1,1,1,1
140569,140569,9/20/2017,Sorry I've been mia. Hurricane Irma hit Florida and we lost power for a week. We are still doing?? https://t.co/KiRDn3acda,Lake County,1,1,1,-1
185360,185364,9/23/2017,I got power &amp; I'm back!!!  Tune in tonight to hear the feel good mix with me and my boy Joey?? https://t.co/OGygaDtkDS,Miami-Dade County,1,1,1,1
51404,51404,9/12/2017,@insideFPL give me power please https://t.co/MAkTmTXGtK,Charlotte County,1,1,1,-1
81865,81865,9/15/2017,"#SeahawkNation Power UP! Power Through! Power Forward!
Our ASC teams at South Campus,
Miramar?? https://t.co/Ljk01nZARR",Broward County,0,0,0,
214411,214415,9/26/2017,We apologize for being closed this past weekend but we had issue with power and AC.. We got?? https://t.co/aRZLdl0NdZ,Miami-Dade County,1,0,0,-1
74453,74453,9/14/2017,Still no power. But there are cannons. @ Clearwater Yacht Club https://t.co/kZGK8jehEG,Pinellas County,1,1,1,0
32582,32582,9/11/2017,Who still has power?  Somehow we still do over here.  #Irma #hurricaneirma #Duval #Jacksonville?? https://t.co/Hm4U34LdUw,Duval County,1,1,0,0
43072,43072,9/12/2017,Cause no power sfl sucks @ City of Hollywood Florida https://t.co/evENXJ83TK,Broward County,1,1,1,-1
42868,42868,9/12/2017,"Both Erin and I have had no power, under a curfew and our phones have been completely crapping?? https://t.co/xmrNyleI5T",Orange County,1,1,1,-1
251333,251339,9/28/2017,"On the power of old lies + emerging retreaded hatreds, goliphant is dropping knowledge at?? https://t.co/yHuUd7tdtv",Miami-Dade County,0,0,0,
293187,293193,9/4/2017,Ronson Monroe McDowell of Ronson Originals is Powered by The ???? World's Greatest Fitness Model.?? https://t.co/gUQz5T31v3,Miami-Dade County,0,0,0,
