Unnamed: 0,user_id,lon,lat,created_at,text,county,city,topic_related,dis_related,dmg_related,sentiment
125783,395413460,-95.52134716,29.58876812,8/28/2017,"Guess we forgot about the other elected officials and mayors, who chose not to force a mandatory evacuation prior to flood, like Ed Emmett?",Fort Bend County,Missouri City,1,1,1,-1
362264,{'$numberLong': '2870808849'},-95.52919769,29.52869987,8/28/2017,Sienna Plantation Safe Evacuation Route https://t.co/4cjaLjrxdR,Fort Bend County,Missouri City,1,1,1,0
175729,{'$numberLong': '2881050374'},-95.36,29.73,8/24/2017,My evacuation plan! Also will be bringing #cardsagainsthumanity to kdutchess76 abode! #harvey?? https://t.co/h6mq9TdtTI,Harris County,Houston,1,1,1,1
483236,{'$numberLong': '2851616002'},-95.4312973,30.30400085,8/28/2017,Conroe Evacuation Plans Updated For Lake Conroe Dam Release https://t.co/DGsvH6LQGr,Montgomery County,Conroe,1,1,1,0
538665,359128563,-97.7383341,30.4142049,8/28/2017,We're under an optional evacuation order so we followed it. Arrived in Austin Texas. It's kind?? https://t.co/EGV22ftJkv,Travis County,Austin,1,1,1,0
551821,100505326,-95.68357616,29.85331669,8/29/2017,"Mayde Creek Evacuation today. #housonflood @ Barker Cypress, Houston, Texas https://t.co/0rGzCvb3Fm",Harris County,Coventry Park Neighborhood Entrance,1,1,1,0
18645,{'$numberLong': '2875348629'},-95.63230133,29.63019943,8/28/2017,LIST: Evacuation orders for Fort Bend... https://t.co/1j0TsykjDq,Fort Bend County,Sugar Land,1,1,1,0
483841,31661882,-95.3832,29.7629,8/28/2017,"#Repost 979thebox
?????????
Sienna Plantation upgraded to mandatory evacuation ???????? @ Houston, Texas https://t.co/8xDKqHGKWX",Harris County,Houston,1,1,1,0
21839,{'$numberLong': '2850400817'},-94.87539673,29.77070045,8/29/2017,"Evacuations, rescues ongoing in Baytown https://t.co/7680fhAdug",Chambers County,Cove,1,1,1,0
304859,{'$numberLong': '2872520561'},-95.14029694,29.64830017,8/30/2017,Evacuations multiply as hospitals scramble to protect sickest patients https://t.co/2u43tuFpG2,Harris County,Pasadena,1,1,1,-1
180166,{'$numberLong': '2875391164'},-95.56259918,29.62739944,8/28/2017,Fort Bend issues mandatory evacuations including some Missouri City locations https://t.co/szcsOrSJL6,Fort Bend County,Stafford,1,1,1,0
495453,{'$numberLong': '2875348629'},-95.63230133,29.63019943,9/3/2017,Evacuation Orders Modified to Voluntary for Areas Along the Brazos and San Bernard Rivers https://t.co/wwTRkEMIbU,Fort Bend County,Sugar Land,1,1,1,0
141574,{'$numberLong': '2864344025'},-95.03269958,29.53510094,8/26/2017,La Marque Voluntary Evacuation https://t.co/2LKiVIzhtt,Galveston County,Glen Cove,1,1,1,0
530206,{'$numberLong': '2870808849'},-95.52919769,29.52869987,8/28/2017,Mandatory &amp; Voluntary Evacuations https://t.co/27cFZt2afz,Fort Bend County,Missouri City,1,1,1,0
95513,236690935,-99.4745936,27.512367,8/28/2017,"Mandatory, voluntary Hurricane Harvey evacuations https://t.co/wTzYdBuvAy",Webb County,Laredo,1,1,1,0
237590,44951187,-95.5459,29.7811,8/30/2017,"Helping evacuation of Alice Berry double amputee. #harvey #chapelwood @ Memorial, Houston https://t.co/fj6ddFZ9zB",Harris County,Houston,1,1,1,0
522796,{'$numberLong': '2870808849'},-95.52919769,29.52869987,8/31/2017,New mandatory evacuation for Barker... https://t.co/4ZwGV9obnR,Fort Bend County,Missouri City,1,1,1,0
406468,{'$numberLong': '2874328108'},-95.86599731,29.53350067,8/28/2017,Fort Bend County Issues Evacuations; Missouri City Areas Included https://t.co/muvmnVpBJ4,Fort Bend County,Rosenberg,1,1,1,0
176025,58624342,-96.77401775,32.79755357,8/24/2017,Evacuations of infants from Corpus Christi to DFW underway https://t.co/POD0DicHvE,Dallas County,Dallas,1,1,1,0
10143,{'$numberLong': '2874328108'},-95.86599731,29.53350067,9/7/2017,All evacuation orders canceled in Ft. Bend County https://t.co/o9yraCvq7s,Fort Bend County,Rosenberg,1,1,1,0
73557,58624342,-96.77401775,32.79755357,9/6/2017,Hundreds of Texas residents who have been sheltered in Louisiana after Harvey evacuations are now coming to Dallas https://t.co/QD989OfQnj,Dallas County,Dallas,1,1,1,0
25827,{'$numberLong': '2863354613'},-94.77189636,29.30680084,8/25/2017,Voluntary evacuation issued for residents in Galveston's west end https://t.co/sPmyHxFvyo,Galveston County,Galveston,1,1,1,0
483693,126933196,-95.3832,29.7629,8/28/2017,"SIENNA PLANTATION ALERT MANDATORY EVACUATION AND OFFICIAL RELEASE: 

At the request of the?? https://t.co/ecdwLR80ep",Harris County,Houston,1,1,1,0
259393,339313505,-95.6753,29.5538,8/29/2017,Evacuation update Monday part 2-Bryan and Blake decided to join us at my in laws house after?? https://t.co/4RnzTUi8Ax,Fort Bend County,Sugar Land,1,1,1,0
48627,{'$numberLong': '2870808849'},-95.52919769,29.52869987,9/9/2017,All Evacuation Orders for Fort Bend County are Cancelled https://t.co/tvlS0wjZtN,Fort Bend County,Missouri City,1,1,1,0
348268,58624342,-96.77401775,32.79755357,8/24/2017,NOW: never-ending line of cars &amp; boats headed north on 181 from CorpusChristi where volunteer evacuation under way?? https://t.co/dMlmgPyJvL,Dallas County,Dallas,1,1,1,-1
361718,{'$numberLong': '2866188731'},-94.72679901,30.09889984,8/28/2017,Voluntary evacuation for parts of City of Liberty https://t.co/Yh8nOsm0Sq,Liberty County,Frige Settlement,1,1,1,0
441725,{'$numberLong': '2850410380'},-95.45310211,29.1753006,8/27/2017,More voluntary evacuations along rivers https://t.co/GNU25J9HPW,Brazoria County,Angleton,1,1,1,0
16853,632227131,-97.74317078,30.26619659,9/8/2017,"Finally home from Florida, the mandatory evacuation was an eye opener.  My prayers are withâ¦ https://t.co/6wchrbpTjT",Travis County,Austin,1,1,1,-1
141501,{'$numberLong': '2863354613'},-94.77189636,29.30680084,8/26/2017,La Marque Voluntary Evacuation https://t.co/jGyRPnzrBM,Galveston County,Galveston,1,1,1,0
259927,{'$numberLong': '2870808849'},-95.52919769,29.52869987,8/29/2017,"Fort Bend, Brazoria counties order evacuations amid fears levees will fail https://t.co/OMBr6ZbzSx",Fort Bend County,Missouri City,1,1,1,0
411489,378673356,-95.4293299,29.72602,8/25/2017,"Helping you through Hurricane Harvey - if you are in a mandatory evacuation zone, it is time to?? https://t.co/o355Kg9uM1",Harris County,West University Place,1,1,1,0
193342,{'$numberLong': '3142363759'},-95.17995425,29.71171171,8/28/2017,All they had to do is say evacuation on any thing or even if you don't want to ride the storm out bc of flooding th?? https://t.co/mFNw3v6x6a,Harris County,Pasadena,1,1,1,0
172372,15981927,-97.75071545,30.27024296,8/30/2017,@WereGeek RIGHT? They have to check that our address is in the evacuation database so it??s not like ppl can *fake* it. She just didn??t care,Travis County,Austin,1,1,1,-1
77836,141650437,-95.4303089,30.048951,8/29/2017,Mandatory Evacuation NOW! Head to -- Spring High School NOW....?? https://t.co/KbGWsZgcMb,Harris County,Houston,1,1,1,-1
193307,50686516,-95.77,29.53,8/28/2017,"#hurricaneharvey #prayfortexas #evacuation @ County Fort Bend, Texas https://t.co/okLhn3Jo57",Fort Bend County,Rosenberg,1,1,1,0
188983,{'$numberLong': '2876492709'},-95.7220993,29.6678009,8/29/2017,Two more state prisons face evacuation due to Hurricane Harvey flooding https://t.co/EDMemm5Yaq,Fort Bend County,Pecan Grove,1,1,1,0
469802,{'$numberLong': '2870808849'},-95.52919769,29.52869987,8/31/2017,New mandatory evacuation for Barker... https://t.co/V3kwyfg5XR,Fort Bend County,Missouri City,1,1,1,0
258872,36955864,-95.4862249,29.749021,9/1/2017,#Harvey NEW EVACUATIONS @ Harvest Organic Grille https://t.co/zm5Z0AbT2A,Harris County,Houston,1,1,1,0
246072,552128619,-95.44702622,29.71146509,8/31/2017,"They shd have opened the ""contra lanes"" on I-45 N, State Hwy 290 &amp; I-10 if only to test the Houston evacuation lesson from Hurricane Rita.",Harris County,West University Place,1,1,1,-1
472477,395413460,-95.52119295,29.5887246,8/27/2017,"First thing I did with my family is discuss the evacuation option...listened to local officials, but made our own decision at end of the day",Fort Bend County,Missouri City,1,1,1,0
18621,{'$numberLong': '2870808849'},-95.52919769,29.52869987,8/28/2017,LIST: Evacuation orders for Fort Bend... https://t.co/QclWMzHAtO,Fort Bend County,Missouri City,1,1,1,0
134239,1132914842,-97.5336515,30.5551155,9/7/2017,FL got mandatory evacuation &amp; no gas .... how that work,Williamson County,Hutto,1,1,1,-1
141585,{'$numberLong': '2866050172'},-95.04820251,29.68300056,8/26/2017,La Marque Voluntary Evacuation https://t.co/vFmaRhltgT,Harris County,La Porte,1,1,1,0
556637,{'$numberLong': '803387569966813184'},-98.449281,29.6684614,8/24/2017,"Does anyone know of any evacuation routes in San Antonio, TX? Scared of being caught in a hurricane. #HurricaneHarvey",Bexar County,San Antonio,1,1,1,-1
120428,{'$numberLong': '2862982661'},-95.46839905,29.5454998,9/1/2017,"Mandatory, voluntary evacuation areas changed in Fort Bend County https://t.co/LHmw2xaW9V",Fort Bend County,Fresno,1,1,1,0
268581,390489164,-94.9658,29.7438,9/11/2017,"""We never got a evacuation."" -Mercedes, whose daughter has asthma and can't live in their houseâ¦ https://t.co/gRl2TRE47y",Harris County,Baytown,1,1,1,-1
533023,290086301,-95.35790357,29.75217779,8/28/2017,Helicopter evacuations. People being brought to the George R Brown Convention Center. And a?? https://t.co/5EpiWgxZ15,Harris County,Houston,1,1,1,0
95706,{'$numberLong': '2870808849'},-95.52919769,29.52869987,8/28/2017,Judge: Mandatory evacuations called for two Sugar Land LIDs https://t.co/uIIt2PyUjK,Fort Bend County,Missouri City,1,1,1,0
259937,{'$numberLong': '2874328108'},-95.86599731,29.53350067,8/29/2017,"Fort Bend, Brazoria counties order evacuations amid fears levees will fail https://t.co/uNSnbfUCHl",Fort Bend County,Rosenberg,1,1,1,-1
141708,{'$numberLong': '2874408405'},-95.03849792,29.57830048,8/26/2017,La Marque Voluntary Evacuation https://t.co/iSjLfBVRtp,Harris County,El Lago,1,1,1,0
385060,23021826,-95.6969,29.9689,9/12/2017,"George had an eventful week, his first boat evacuation and moving in with relatives... couldn'tâ¦ https://t.co/3g4Y8EWhLc",Harris County,Houston,1,1,1,0
502710,{'$numberLong': '902682468742045696'},-95.41574477,29.46448445,9/3/2017,Brazoria County authorities are now ordering mandatory evacuations from areas where evacuations?? https://t.co/4tzcYWe7Df,Brazoria County,Iowa Colony,1,1,1,0
513960,286067085,-95.41811093,29.04288519,9/1/2017,"Please...????????????????????????????????no flooding, no evacuation... that would be great ???????? @ House of Gore https://t.co/Gs8opiYjSh",Brazoria County,Lake Jackson,1,1,1,-1
95726,{'$numberLong': '2875348629'},-95.63230133,29.63019943,8/28/2017,Judge: Mandatory evacuations called for two Sugar Land LIDs https://t.co/s18bXL81Z2,Fort Bend County,Sugar Land,1,1,1,0
193296,{'$numberLong': '743138460211384320'},-95.77,29.53,8/28/2017,"Most recent map of Brazos River Evacuations for Me in Rosenberg &amp; Tori in Needville
#Harvey?? https://t.co/wjAh1iFsuV",Fort Bend County,Rosenberg,1,1,1,0
