user_id,created_at,text,county,city,topic_related,dis_related,dmg_related,sentiment
373560958,8/23/2017,"Late dinner !!! ????????????????????????
TOMAS BENITEZ 
My QUINCEA??ERAS OPEN HOUSE new COLLECTION come to see it?? https://t.co/HCLUzR7GAB",Harris County,Houston,0,0,0,
1852727618,8/30/2017,"Thankful to be out of the house and that Tia's is open! (@ Tia Maria's in Houston, TX) https://t.co/FcTrs1FshY",Harris County,Houston,0,0,0,
27738312,8/27/2017,Starting Early ???????????????? @ Henderson Tap House https://t.co/PPuUCar0pO,Dallas County,Dallas,0,0,0,
333413235,9/18/2017,Affordable housing panel discussion https://t.co/UGjfJOUd35,Dallas County,Dallas,1,0,0,0
6706482,8/22/2017,All of Anthony Rendon's family in the house! I count at least 14! I DROVE from the #DMV!... https://t.co/moaulY6V75 https://t.co/Jz8unblReR,Harris County,Houston,0,0,0,
{'$numberLong': '3009115341'},9/4/2017,6 Ruddy Turnstone (Arenaria interpres) - Sugar House Pond (FM1425) - 2017-09-03 12:51 https://t.co/f1zny1V3k2,Hidalgo County,Rogerslacy,0,0,0,
{'$numberLong': '780476339916713985'},9/1/2017,#Nissan #SanMarcos is #nowplaying Brick House by #TheCommodores #cubevenue,Hays County,San Marcos,0,0,0,
63478314,8/27/2017,"I'm at Micah's house in Odessa, TX https://t.co/01sGh0B4lJ",Ector County,Odessa,0,0,0,
315468028,9/9/2017,Drinking a Dadgum IPA by @RahrBrewing @ City Works Eatery And Pour House â https://t.co/BcpuFhgJWv #photo,Collin County,Frisco,0,0,0,
60958122,9/8/2017,"Goodbye, house. #travel #texas @ Grapevine, Texas https://t.co/vng65eKRB3",Tarrant County,Grapevine,0,0,0,
44944878,8/27/2017,Tropical storm turnup (formerly known as hurricane hideout) @ Rob Knowledge House of Hijinx https://t.co/BrvldbxksD,Travis County,Austin,0,0,0,
1325565660,8/24/2017,5 Must-See Open Houses This Weekend https://t.co/pKRPfE7Ozl,Dallas County,Irving,0,0,0,
