user_id,lon,lat,created_at,text,state,county,city,topic_related,dis_related,dmg_related,sentiment
249876171,-98.3945,29.52181,9/1/2017,"Road construction. two left lanes blocked in #SanAntonio on I-35 SB at Lp 410, stop and go traffic back to Judson Rd, delay of 9 mins",Texas,Bexar County,San Antonio,1,0,0,0
41679815,-97.37938,32.82949,9/15/2017,"Accident, left lane blocked in #FortWorth on Lp 820 EB between Old Decatur Rd and Saginaw Main, stop and go traffic back to Azle Ave",Texas,Tarrant County,Fort Worth,1,0,0,0
250302410,-106.3271,31.71644,8/22/2017,Police activity in #ElPaso on Pendale Rd at N Lp Dr #traffic https://t.co/nZ2qPHc0XJ,Texas,El Paso County,El Paso,1,0,0,0
249818911,-95.38122,29.68057,9/3/2017,Accident blocking the entrance ramp on Hwy 288 SB at The S Lp #traffic https://t.co/vuUN2yElDh,Texas,Harris County,Houston,1,0,0,0
249876171,-98.52601,29.48152,8/29/2017,"Accident. three left lanes blocked in #Bexar on I-10 EB at W Ave, stop and go traffic back to Lp 410, delay of 6 mins #traffic",Texas,Bexar County,San Antonio,1,0,0,0
249818911,-95.41284,29.73079,9/11/2017,"Accident cleared in #GreenwayUpperKirby on 69 SW Fwy Inbound after Shepherd, stop and go traffic back to The 610 W Lp, delay of 8 mins",Texas,Harris County,Houston,1,0,0,0
41679815,-97.23734,32.69757,9/11/2017,"Closed due to accident in #FortWorth on E Lp 820 SB between Wilbarger St and Hwy 287, stopped traffic back to Craig St, delay of 45 mins",Texas,Tarrant County,Fort Worth,1,0,0,0
41679815,-96.9146,32.76606,8/28/2017,"Accident. two right lanes blocked in #Dallas on 30 EB at Lp 12 Walton Walker, stop and go traffic back to Carrier Pkwy, delay of 18 mins",Texas,Dallas County,Dallas,1,0,0,0
249818911,-95.37502,29.81319,8/23/2017,Accident blocks 3 left lanes. in #NorthSide on I-45 N Fwy Outbound at The 610 N Lp #traffic https://t.co/vuUN2yElDh,Texas,Harris County,Houston,1,0,0,0
249876171,-98.52592,29.51739,9/13/2017,"Accident, right lane blocked in #CastleHills on Lp 410 EB at W Ave, stop and go traffic back to Vance Jackson, delay of 2 mins #traffic",Texas,Bexar County,Castle Hills,1,0,0,0
249818911,-95.46043,29.72863,9/6/2017,Accident blocks right shoulder on US-69 NB at The 610 W Lp #traffic https://t.co/vuUN2yElDh,Texas,Harris County,Houston,1,0,0,0
249876171,-98.51977,29.51992,9/13/2017,"Accident in #SanAntonio on Lp 410 EB at Honeysuckle Ln, stop and go traffic back to Fredericksburg Rd, delay of 8 mins #traffic",Texas,Bexar County,Castle Hills,1,0,0,0
249818911,-95.46043,29.72863,9/5/2017,Accident cleared on I-69 SW Fwy Inbound at The 610 W Lp #traffic https://t.co/vuUN2yElDh,Texas,Harris County,Houston,1,0,0,0
249876171,-98.66723,29.55361,9/5/2017,"Work convoy in the left lane in #Bexar on Lp 1604 WB approaching Bandera Rd, stop and go traffic back to Kyle Seale Pkwy, delay of 6 mins",Texas,Bexar County,San Antonio,1,0,0,0
249876171,-98.40439,29.44948,8/23/2017,"Construction work. caution in #EastSide on Lp 410 NB approaching Exit 32, stop and go traffic back to Rigsby, delay of 11 mins #traffic",Texas,Bexar County,San Antonio,1,0,0,0
41679815,-97.24137,32.66531,8/23/2017,"Accident. two left lanes blocked in #FortWorth on 20 WB at E Lp 820, stopped traffic back to Matlock Rd, delay of 67 mins #DFWTraffic",Texas,Tarrant County,Forest Hill,1,0,0,0
249876171,-98.55465,29.49409,9/12/2017,"Accident, right lane blocked in #SanAntonio on Lp 410 WB at Fredericksburg Rd, stop and go traffic back to I-10, delay of 2 mins #traffic",Texas,Bexar County,San Antonio,1,0,0,0
41679815,-96.75615,32.79106,9/7/2017,"Accident cleared in #Dallas on 30 WB at Munger Blvd, stop and go traffic back to Lp 12 Buckner Blvd, delay of 13 mins #DFWTraffic",Texas,Dallas County,Dallas,1,0,0,0
41679815,-96.92038,32.82375,8/22/2017,"Accident. only left lane gets by in #Irving on Lp 12 NB at Union Bower Rd, stopped traffic back to Keeneland Pky, delay of 49 mins",Texas,Dallas County,Irving,1,0,0,0
249818911,-95.44936,29.79792,8/22/2017,"Stop and go traffic in #Houston on 610 W Lp SB between Hempstead and Fournace, delay of 17 mins #traffic https://t.co/vuUN2yElDh",Texas,Harris County,Houston,1,0,0,0
41679815,-97.31741,32.76483,9/19/2017,"Accident, left lane blocked in #FortWorth on 35W SB at Hwy 121, stopped traffic back to N Lp 820, delay of 48 mins #DFWTraffic",Texas,Tarrant County,Fort Worth,1,0,0,0
249818911,-95.26754,29.70955,9/3/2017,"Closed due to accident in #SoutheastSide on 610 S Lp EB at Hwy 225, stopped traffic back to Broadway #traffic https://t.co/vuUN2yElDh",Texas,Harris County,Houston,1,0,0,0
249818911,-95.37571,29.69783,8/24/2017,"Accident cleared in #SouthSide on Hwy 288 S Fwy Inbound at Yellowstone, stop and go traffic back to The S Lp, delay of 4 mins #traffic",Texas,Harris County,Houston,1,0,0,0
249876171,-98.33308,29.56802,9/13/2017,"Disabled vehicle cleared in #LiveOakSelmaArea on I-35 SB at Lp 1604, stop and go traffic back to Schwab Rd, delay of 23 mins #traffic",Texas,Bexar County,Live Oak,1,0,0,0
249818911,-95.38122,29.68057,9/18/2017,"Disabled vehicle. left shoulder blocked in #Broadway on Hwy 288 S Fwy Inbound after The S Lp, stop and go traffic back to FM 518 #traffic",Texas,Harris County,Houston,1,0,0,0
250302410,-106.2671,31.74119,9/5/2017,"Accident, shoulder blocked in #ElPaso on TX-375 Lp SB at Vista Del Sol Dr #traffic https://t.co/nZ2qPHc0XJ",Texas,El Paso County,El Paso,1,0,0,0
